cislo_licence,ev_cislo,nazev,psc,obec,ulice,cp,okres,kraj,pocet_zdroju
111015194,1,FVE - Náchod,54701,Náchod,Na Strži,1300,Náchod,Královéhradecký,1
111015199,1,FVE Kamel,56201,Ústí nad Orlicí,Lázeňská,1447,Ústí nad Orlicí,Pardubický,1
111015199,2,kamel 2012,56201,Ústí nad Orlicí,Lázeňská,1447,Ústí nad Orlicí,Pardubický,1
111015232,1,FVE - Jaroslav Vondrášek,37311,Ledenice,Mysletínská,,České Budějovice,Jihočeský,1
111015197,1,Poděbrady,29001,Poděbrady,Doktora Beneše,311/44,Nymburk,Středočeský,1
111015652,1,Šinar,37006,České Budějovice,Družstevní,116/5,České Budějovice,Jihočeský,1
111015311,1,FVE na střeše objektu LASTING SPORT,35601,Sokolov,Mánesova,1770,Sokolov,Karlovarský,1
111015206,1,FVE Miroslav Urbánek,43141,Údlice,Náměstí,68,Chomutov,Ústecký,1
111015186,1,KGJ Sopotnice 63,56115,Sopotnice,Sopotnice,63,Ústí nad Orlicí,Pardubický,1
111015188,1,KGJ Ing. Čižinský,51743,Potštejn,Na Pasekách,222,Rychnov nad Kněžnou,Královéhradecký,1
111015211,1,"Holeček, Velká jesenice",55224,Velká Jesenice,Velká Jesenice,155,Náchod,Královéhradecký,1
111015193,1,PRODEJNA,51721,Týniště nad Orlicí,17. listopadu 21,17,Rychnov nad Kněžnou,Královéhradecký,1
111015190,1,ŠTENGLOVÁ,32600,Plzeň,Lomená,856/21,Plzeň-město,Plzeňský,1
111015212,1,FVE Tichá,74274,Tichá,Tichá,355,Nový Jičín,Moravskoslezský,1
111015249,1,Jezbořice,53002,Jezbořice,Jezbořice,,Pardubice,Pardubický,1
111015249,2,Truhlárna,53002,Jezbořice,Jezbořice,,Pardubice,Pardubický,1
111015338,1,FVE - Jareš,51101,Turnov,Turnov,69,Semily,Liberecký,1
111015204,1,FVE Veselý,25088,Čelákovice,Ruská,1885,Praha-východ,Středočeský,1
111015223,1,Bohdašín 1,54941,Červený Kostelec,Červený Kostelec,,Náchod,Královéhradecký,1
111015223,2,FVE SMIDARY 30,50353,Smidary,Náměstí Prof. Babáka,,Hradec Králové,Královéhradecký,1
111015223,3,Smirady 5,50353,Smidary,Náměstí Prof. Babáka,,Hradec Králové,Královéhradecký,1
111015223,4,Bohdašín 3,54941,Červený Kostelec,Červený Kostelec,,Náchod,Královéhradecký,1
111015223,5,Bohdašín 2,54941,Červený Kostelec,Červený Kostelec,,Náchod,Královéhradecký,1
111015223,6,Bohdašín 4,54941,Červený Kostelec,Červený Kostelec,,Náchod,Královéhradecký,1
111015223,7,Vysoká stráž,54221,Pec pod Sněžkou,Pec pod Sněžkou,216,Trutnov,Královéhradecký,1
111015223,8,Smidary 20,50353,Smidary,Náměstí Prof. Babáka,,Hradec Králové,Královéhradecký,1
111015305,1,FVE JAN DUMEK,51101,Turnov,U Školy,89,Semily,Liberecký,1
111015196,1,FVE J. Baštýřová 1,37365,Neplachov,Neplachov,29,České Budějovice,Jihočeský,1
111015196,2,FVE J. Baštýřová 2,37365,Neplachov,Neplachov,129,České Budějovice,Jihočeský,1
111015203,1,Chuchelna 330,51301,Semily,Chuchelna,330,Semily,Liberecký,1
111015537,1,"FVE - Drobná provozovna LŠV, s.r.o.",74253,Kunín,Kunín,,Nový Jičín,Moravskoslezský,1
111015201,1,FVE Petr Mikuláštík,75653,Vidče,Vidče,503,Vsetín,Zlínský,1
111015231,1,FVE Hydrotechnic,14300,Praha,Do Koutů,2084/3,,,4
111015284,1,FVE - Hynčice,79395,Město Albrechtice,Město Albrechtice,117,Bruntál,Moravskoslezský,1
111015284,2,FVE - Heršpice,68401,Heršpice,Ke dvorcům,295,Vyškov,Jihomoravský,1
111015216,1,FVE Svoboda,39701,Písek,Jiřího Srnky,2395,Písek,Jihočeský,1
111015478,1,FVE - Jiří Majnuš,74706,Opava,Na Pomezí,592/46,Opava,Moravskoslezský,1
111015261,1,FVE - Vladimír Běhoun,37861,Člunek,Člunek,,Jindřichův Hradec,Jihočeský,1
111015660,1,FVE Slanec,10600,Praha 10,Horní Chaloupky,64/13,,,1
111015245,1,FVE Elberry,53862,Bořice,Bořice,,Chrudim,Pardubický,1
111015235,1,FVE - Petr Štourač,56924,Kunčina,Kunčina,324,Svitavy,Pardubický,1
111015266,1,"FVE - 4,5 kWp",67922,Šebrov-Kateřina,Šebrov-Kateřina,195,Blansko,Jihomoravský,1
111015266,2,"FVE 11,78 kW",67922,Šebrov-Kateřina,Šebrov-Kateřina,195,Blansko,Jihomoravský,1
111015246,1,FVE ROSÁK,25210,Mníšek pod Brdy,Káji Maříka,958,Praha-západ,Středočeský,1
111015303,1,FVE - Zamazal,53003,Pardubice,JUDr. Krpaty,622,Pardubice,Pardubický,1
111015258,1,Ladislav Fišer - Stod,33301,Stod,Nádražní,488,Plzeň-jih,Plzeňský,1
111015258,2,FVE 2 Fišer - Stod,33301,Stod,Nádražní,488,Plzeň-jih,Plzeňský,1
111015260,1,FVE Snopková,69603,Dubňany,Malá Strana,389,Hodonín,Jihomoravský,1
111015316,1,FVE AMS Ostrava,72000,Ostrava,Krmelínská,762/12,Ostrava-město,Moravskoslezský,1
111015256,1,FVE Ing. Medek,50003,Divec,Divec,11,Hradec Králové,Královéhradecký,1
111015256,2,FVE Ing. Medek 2,50003,Divec,Divec,11,Hradec Králové,Královéhradecký,1
111015255,1,Tomáš Šena,39201,Soběslav,Bechyňská,50/6,Tábor,Jihočeský,1
111015283,1,"FVE elektrárna, Chlumec nad Cidlinou, č.p. 81/IV, parc. č. 1638",50351,Chlumec nad Cidlinou,Chlumec nad Cidlinou,81/,Hradec Králové,Královéhradecký,1
111015244,1,FTV Horáček Jirkov,46822,Železný Brod,Železný Brod,15,Jablonec nad Nisou,Liberecký,1
111015314,1,FVE Hvozdná,76311,Hvozdná,Hvozdná,,Zlín,Zlínský,1
111015314,2,FVE Spytihněv Tenisová hala,76364,Spytihněv,Spytihněv,,Zlín,Zlínský,1
111015230,1,FVE Holík,36221,Nejdek,Limnická,,Karlovy Vary,Karlovarský,1
111015230,2,FVE 5,36221,Nejdek,Nejdek,,Karlovy Vary,Karlovarský,1
111015230,3,"FVE 29,52",36222,Nejdek,Údolní,,Karlovy Vary,Karlovarský,1
111015230,4,FVE 15,36221,Nejdek,Nejdek,,Karlovy Vary,Karlovarský,1
111015238,1,FVE - Ochoz u Brna,66402,Ochoz u Brna,Ochoz u Brna,308,Brno-venkov,Jihomoravský,1
111015228,1,FVE Solopysky 63,28401,Suchdol,Suchdol,63,Kutná Hora,Středočeský,1
111015229,1,Rudolf Mikeš,43601,Litvínov,Mezibořská,680,Most,Ústecký,1
111015237,1,FVE - SD KOVO,29301,Mladá Boleslav,Štefánikova,802,Mladá Boleslav,Středočeský,1
111015236,1,FVE Jetmar,36221,Nejdek,Nejdek,,Karlovy Vary,Karlovarský,1
111015247,1,FVE - Hnízdil,79601,Prostějov,Dobrovského,1768/43,Prostějov,Olomoucký,1
111015289,1,Plzeň Folmavská,30100,Plzeň,Folmavská,2828/6,Plzeň-město,Plzeňský,1
111015289,2,FVE Holýšov,34562,Holýšov,Jiráskova tř.,,Domažlice,Plzeňský,1
111015289,3,Domažlice 287,34401,Domažlice,28. října 28,28,Domažlice,Plzeňský,1
111015289,4,Stříbro 1444,34901,Stříbro,Plzeňská,1444,Tachov,Plzeňský,1
111015289,5,Holýšov 646,34562,Holýšov,Jiráskova třída,646,Domažlice,Plzeňský,1
111015263,1,Ivana Čechová,40746,Krásná Lípa,U Tiskárny,1120/7,Děčín,Ústecký,1
111015243,1,FVE Caha,58901,Třešť,nám. T.G. Masaryka,17,Jihlava,Vysočina,1
111015302,1,FVE - Andres,67923,Ochoz u Tišnova,Ochoz u Tišnova,,Blansko,Jihomoravský,1
111015501,1,BYDŽOVSKÁ LHOTKA 36,50401,Měník,Měník,36,Hradec Králové,Královéhradecký,1
111015297,1,FVE - Talpa,39135,Borotín,Borotín,212,Tábor,Jihočeský,1
111015280,1,FVE Velíšek,19011,Praha,Praha,227,,,1
111015282,1,FVE Uhřínovice,59441,Uhřínov,Uhřínov,,Žďár nad Sázavou,Vysočina,1
111015300,1,FVE - Pozlerová,50401,Kobylice,Kobylice,65,Hradec Králové,Královéhradecký,1
111015379,1,FVE - BOŠINA,28002,Kolín,Havlíčkova,260,Kolín,Středočeský,1
111015379,2,FVE - Jiří Bošina 2,28911,Pečky,Petra Bezruče,1031,Kolín,Středočeský,1
111015379,3,Mikrokogenerační Kolín,28002,Kolín,Havlíčkova,260,Kolín,Středočeský,1
111015379,4,FVE Bošina Pražská,28104,Plaňany,Pražská,160,Kolín,Středočeský,1
111015293,1,"Okrašovice 2, Slavičky",67501,Slavičky,Slavičky,2,Třebíč,Vysočina,1
111015270,1,FVE - Simsija Miloslava,33844,Dobřív,Dobřív,58,Rokycany,Plzeňský,1
111015301,1,TRIFOX,78701,Šumperk,Třebízského,1514/12,Šumperk,Olomoucký,1
111015279,1,FVE - Zdeněk Rychetník,14200,Praha,Betáňská,783/18,,,1
111015278,1,FVE NEOS Otrokovice,76502,Otrokovice,tř. Tomáše Bati,1556,Zlín,Zlínský,1
111015296,1,"FVE - Bordovský, Holasovice",74774,Neplachovice,Neplachovice,139,Opava,Moravskoslezský,1
111015294,1,Marek Stříteský - FVE,76361,Žlutava,Žlutava,35,Zlín,Zlínský,1
111015299,1,FVE Hasík,43003,Chomutov,K Lesíku,5643,Chomutov,Ústecký,1
111015267,1,FVE Libor Herzán,69123,Pohořelice,Mlýnská,231,Břeclav,Jihomoravský,1
111015288,1,SKELDO s.r.o.,32600,Plzeň,Radyňská,24,Plzeň-město,Plzeňský,1
111015285,1,FVE Slavošov,28522,Slavošov,Slavošov,,Kutná Hora,Středočeský,1
111015273,1,FVE Roman Hudec,74282,Jistebník,Jistebník,481,Nový Jičín,Moravskoslezský,1
111015269,1,FVE Milan Kučera,74273,Veřovice,Veřovice,222,Nový Jičín,Moravskoslezský,1
111015275,1,FVE Dolejš,32600,Plzeň,Radyňská,355/24,Plzeň-město,Plzeňský,1
111015329,1,FVE Rudná,25219,Rudná,Nádražní,,Praha-západ,Středočeský,1
111015292,1,FVE - Klenovice st. 405,39201,Klenovice,Klenovice,218,Tábor,Jihočeský,1
111015281,1,Hyánek Žíšov,39181,Veselí nad Lužnicí,Veselí nad Lužnicí,77,Tábor,Jihočeský,1
111015272,1,FVE - Hloušková,74774,Neplachovice,Okružní,25,Opava,Moravskoslezský,1
111015271,1,FVE - Veselka,34201,Hartmanice,Hartmanice,44,Klatovy,Plzeňský,1
111015290,1,FVE Kaly 51,59455,Kaly,Kaly,,Brno-venkov,Jihomoravský,1
111015309,1,FVE Stanislav Karlík,67602,Moravské Budějovice,Husova,,Třebíč,Vysočina,1
111015298,1,FVE - Kabátová,33824,Bušovice,Bušovice,17,Rokycany,Plzeňský,1
111015333,1,FVE Bydžovská Lhotka 51,50401,Měník,Měník,51,Hradec Králové,Královéhradecký,1
111015333,2,FVE Bydžovská Lhotka 40,50401,Měník,Měník,40,Hradec Králové,Královéhradecký,1
111015327,1,FVE Dlouhá Louka,51721,Lípa nad Orlicí,Dlouhá Louka,22,Rychnov nad Kněžnou,Královéhradecký,1
111015317,1,"FVE 24,84kWp na střeše domu st.p. 1/4",54701,Náchod,Pavlišovská,,Náchod,Královéhradecký,1
111015506,1,EPOS CZ spol. s r.o.,54401,Dvůr Králové nad Labem,Seifertova,1165,Trutnov,Královéhradecký,1
111015649,1,Donov 1,33011,Třemošná,obchodní dům Třemošná,1084,Plzeň-sever,Plzeňský,3
111015239,1,"International Power Opatovice, a.s.",53213,Pardubice 2,Pardubice,2,Pardubice,Pardubický,6
111015650,1,Václava 1,33843,Mirošov,Prokopova,598,Rokycany,Plzeňský,1
111015323,1,FVE Nynkov,34901,Svojšín,Svojšín,14,Tachov,Plzeňský,1
111015507,1,AC BOOM s.r.o.,54401,Dvůr Králové nad Labem,Seifertova,1165,Trutnov,Královéhradecký,1
111015604,1,FVE Hotel Bouchalka,26761,Újezd,Újezd,194,Beroun,Středočeský,1
111015604,2,FVE Hotel Bouchalka 2,26761,Újezd,Újezd,2,Beroun,Středočeský,1
111015277,1,MALÁ FVE,59214,Kotlasy,Kotlasy,21,Žďár nad Sázavou,Vysočina,1
111015347,1,FVE - Pavel Novák,33014,Ledce,Ledce,,Plzeň-sever,Plzeňský,1
111015320,1,FVE - Vostal,67401,Třebíč,Zborovská,856/49,Třebíč,Vysočina,1
111015344,1,Bydžovská Lhotka 14,50401,Měník,Měník,14,Hradec Králové,Královéhradecký,1
111015343,1,Měník 111,50364,Měník,Měník,111,Hradec Králové,Královéhradecký,1
111015532,1,FVE Petr Jošt,53362,Svojšice,Svojšice,84,Pardubice,Pardubický,1
111015340,1,Bydžovská Lhotka 46,50401,Měník,Měník,46,Hradec Králové,Královéhradecký,1
111015326,1,KOSTELNÍ 138,33002,Dýšina,Kostelní,138,Plzeň-sever,Plzeňský,1
111015326,2,FVE - Duhová 325,33002,Dýšina,Duhová,325,Plzeň-sever,Plzeňský,1
111015326,3,FVE - Duhová 340,33002,Dýšina,Duhová,340,Plzeň-sever,Plzeňský,1
111015442,1,FVE Břasy,33824,Břasy,Břasy,227,Rokycany,Plzeňský,1
111015442,2,MVE Olešná U Černých,33824,Němčovice,Němčovice,31,Rokycany,Plzeňský,2
111015435,1,FVE Velká Dobrá,27361,Velká Dobrá,Velká Dobrá,465,Kladno,Středočeský,1
111015336,1,FVE - Chvalkovice 54,55204,Chvalkovice,Chvalkovice,54,Náchod,Královéhradecký,1
111015372,1,FVE - 1,43001,Chomutov,Tovární,5534,Chomutov,Ústecký,1
111015331,1,FVE-Dana Munikova,75131,Kladníky,Kladníky,41,Přerov,Olomoucký,1
111015330,1,FVE - Fiedler,27201,Kladno,Palackého,306,Kladno,Středočeský,1
111015335,1,FVE-Antonín Mikulík,75131,Kladníky,Kladníky,7,Přerov,Olomoucký,1
111015312,1,FVE - Jeníček,41501,Újezdeček,Krušnohorská,45/9,Teplice,Ústecký,1
111015656,1,FVE Kunratice,14800,Praha,Kunratická spojka,1637,,,1
111015334,1,FVE Brádlerová,50601,Jičín,Vrcha,563,Jičín,Královéhradecký,1
111015521,1,FVE Česká Skalice,55203,Česká Skalice,Bezručov,,Náchod,Královéhradecký,1
111015332,1,FVE Radek Nechvátal,28934,Rožďalovice,Boleslavská,313,Nymburk,Středočeský,1
111015531,1,Žižkovec,50327,Praskačka,Praskačka,,Hradec Králové,Královéhradecký,1
111015322,1,FVE YCCU,26701,Králův Dvůr,Králův Dvůr,,Beroun,Středočeský,1
111015447,1,"FVE o výkonu 50,98 kWp",34506,Kdyně,Farní,335,Domažlice,Plzeňský,1
111015512,1,Ing. Tomáš Zeman - Heroltice 77,78991,Štíty,Štíty,77,Šumperk,Olomoucký,1
111330728,1,Plehaso k.s.,28104,Plaňany,Pražská,40,Kolín,Středočeský,1
111330728,2,"FVE PLEHASO 99,36 KWP",28104,Plaňany,Pražská,,Kolín,Středočeský,1
111015373,1,FVE - Bartyzalová,37316,Dobrá Voda u Českých Budějovic,Borová,1889/8,České Budějovice,Jihočeský,1
111015386,1,FVE AUTOZÍTKA,29406,Sukorady,Sukorady,133/20,Mladá Boleslav,Středočeský,1
111015525,1,FVE Vladimír Zabloudil,38001,Dačice,Berky z Dubé,178,Jindřichův Hradec,Jihočeský,1
111015384,1,FVE Zítka,29406,Sukorady,Sukorady,25,Mladá Boleslav,Středočeský,1
111015385,1,FVE Vláky 1592,69801,Veselí nad Moravou,Vláky,1592,Hodonín,Jihomoravský,1
111015799,1,FVE Viktora,34012,Kbel,Kbel,21,Plzeň-jih,Plzeňský,2
111015448,1,FVE - ŽIREČ,54401,Dvůr Králové nad Labem,Hradecká,,Trutnov,Královéhradecký,1
111015448,2,FVE DUHACOLOR,54401,Dvůr Králové nad Labem,Krkonošská,2912,Trutnov,Královéhradecký,1
111015448,3,závod Dvůr,54401,Dvůr Králové nad Labem,Hradecká,1456,Trutnov,Královéhradecký,2
111015448,4,FVE Hradecká,54401,Dvůr Králové nad Labem,Hradecká,,Trutnov,Královéhradecký,1
111015448,5,FVE Náprstkova,54401,Dvůr Králové nad Labem,Náprstková,920,Trutnov,Královéhradecký,1
111015342,1,FVE - SIBOM s.r.o.,75124,Přerov,U Silnice,70/7,Přerov,Olomoucký,1
111015356,1,FVE_Sova_Krhovice,67128,Krhovice,Krhovice,107,Znojmo,Jihomoravský,1
111015360,1,ing. Jan Pilný,64100,Brno,Jalovcová,759/2,Brno-město,Jihomoravský,1
111015339,1,FVE Katka - Šimon,33032,Bdeněves,Bdeněves,144,Plzeň-sever,Plzeňský,1
111015377,1,FVE Němec,37842,Hadravova Rosička,Hadravova Rosička,,Jindřichův Hradec,Jihočeský,4
111015358,1,FVE - Rožnov p. R.,75661,Rožnov pod Radhoštěm,Žerotínská,2659,Vsetín,Zlínský,1
111015422,1,FVE SOLAR HM,38282,Benešov nad Černou,Benešov nad Černou,350,Český Krumlov,Jihočeský,1
111015346,1,FVE - Ing. Zdeněk Apt,40336,Tisá,Tisá,454,Ústí nad Labem,Ústecký,1
111015349,1,FVE - Nové Lesy,54401,Bílá Třemešná,Bílá Třemešná,30,Trutnov,Královéhradecký,1
111015349,2,FVE - Nové Lesy,54401,Bílá Třemešná,Bílá Třemešná,30,Trutnov,Královéhradecký,1
111015367,1,FVE Zvíkov u Lišova,37372,zvíkov,Lišovská,15,České Budějovice,Jihočeský,1
111015440,1,FVE Agrotechnika Měřín,59401,Velké Meziříčí,Karlov,2091,Žďár nad Sázavou,Vysočina,1
111015390,1,FVE Jaroslav Paur,37363,Ševětín,Na Braňkách,372,České Budějovice,Jihočeský,1
111015361,1,FVE - Vohralík,53401,Poběžovice u Holic,Poběžovice u Holic,24,Pardubice,Pardubický,1
111015361,2,FVE 11kWp,53401,Poběžovice u Holic,Poběžovice u Holic,24,Pardubice,Pardubický,1
111015361,3,Luboš Vohralík 3,53401,Poběžovice u Holic,Poběžovice u Holic,24,Pardubice,Pardubický,1
111015337,1,FVE - Kočí,69801,Veselí nad Moravou,Luční,1593,Hodonín,Jihomoravský,1
111015433,1,FVE NUČICE,25216,Nučice,Nučice,,Praha-západ,Středočeský,1
111015426,1,Fotovoltaický systém Výškovická 2614,70030,Ostrava,Výškovická,2614,Ostrava-město,Moravskoslezský,1
111015426,2,Fotovoltaický systém Horní 288,70030,Ostrava,Horní,288/67,Ostrava-město,Moravskoslezský,1
111015426,3,Fotovoltaický systém Jiříkovského 228,70030,Ostrava,V. Jiříkovského,228,Ostrava-město,Moravskoslezský,1
111015352,2,FVE Balcar,54912,Vysokov,Vysokov,,Náchod,Královéhradecký,1
111015370,1,FVE - Miroslav Viktora,39811,Protivín,Skály,24,Písek,Jihočeský,1
111015383,1,FVE - Lechotice 155,76852,Míškovice u Holešova,Míškovice u Holešova,155,Kroměříž,Zlínský,1
111015348,1,FVE Ludvika Horáková,33023,Heřmanova Huť,Dolní Náves,4,Plzeň-sever,Plzeňský,1
111015366,1,FVE Vais,54101,Trutnov,Trutnov,168,Trutnov,Královéhradecký,1
111015394,1,FVE Vadín 68,58001,Okrouhlice,Okrouhlice,,Havlíčkův Brod,Vysočina,1
111015375,1,FVE - Jirák,33209,Útušice,Útušice,39,Plzeň-jih,Plzeňský,1
111015363,1,FVE,68737,Polešovice,Polešovice,67,Uherské Hradiště,Zlínský,1
111015357,1,FVE Pavel Pavlíček,34201,Podmokly,Podmokly,23,Klatovy,Plzeňský,1
111015362,1,FVE - Dneboh 37,29501,Mnichovo Hradiště,Mnichovo Hradiště,37,Mladá Boleslav,Středočeský,1
111015371,1,Lzemanova1,25263,Roztoky,Spěšného,2053,Praha-západ,Středočeský,1
111015401,1,FVE 24 Kostice,69152,Kostice,Sadová,378/24,Břeclav,Jihomoravský,1
111015496,1,FVE Bakrlík,56601,Pustina,Pustina,20,Ústí nad Orlicí,Pardubický,1
111015705,1,Jednota Hlinsko,53929,Hlinsko v Čechách,Tylovo náměstí,272,Chrudim,Pardubický,1
111015489,1,RÁČEK MIROSLAV,51721,Týniště nad Orlicí,V Sítinách,588,Rychnov nad Kněžnou,Královéhradecký,1
111015368,1,FVE - Mikstein,74741,Hradec nad Moravicí,Záhumenní,218,Opava,Moravskoslezský,1
111015350,1,FVE - Mgr. Jana Juráčková,62100,Brno,Turistická,557/53,Brno-město,Jihomoravský,1
111015355,1,"FVE-Krašovice 27,93 kW",26256,Krásná Hora nad Vltavou,Krásná Hora nad Vltavou,,Příbram,Středočeský,1
111015382,1,Zdeněk Krejčiřík,33901,Klatovy,Klatovy,34,Klatovy,Plzeňský,1
111015369,1,FVE - Michalíček,53854,Luže,Luže,1,Chrudim,Pardubický,1
111015387,1,Cvrčovice 234,27341,Cvrčovice,tř. Rudé armády,234,Kladno,Středočeský,1
111015374,1,FVE - Šobáňová,68734,Uherský Brod,Podhájí,262,Uherské Hradiště,Zlínský,1
111015430,1,FVE Petrohrad,43985,Petrohrad,Petrohrad,,Louny,Ústecký,1
111015663,1,"Rybnická 87, Brno",63400,Brno,Rybnická,118/87,Brno-město,Jihomoravský,1
111015474,1,FVE CENTRALES 01,54401,Dvůr Králové nad Labem,Dvůr Králové nad Labem,,Trutnov,Královéhradecký,1
111015388,1,Chrastavice 113,34401,Chrastavice,Chrastavice,113,Domažlice,Plzeňský,1
111015376,1,FVE - Kadlčková,68762,Dolní Němčí,Na Výsluní III,716,Uherské Hradiště,Zlínský,1
111015434,1,Dětský domov a školní jídelna Nechanice,50315,Nechanice,Hrádecká,267,Hradec Králové,Královéhradecký,1
111015508,1,Rodinný dům Záluží,33011,Třemošná,Šumavská,271,Plzeň-sever,Plzeňský,1
111015396,1,FTV - Karel Čípa,19014,Praha,Bydžovská,719,,,1
111015462,1,"FVE 43,56 kWp Nové Strašecí",27101,Nové Strašecí,Sportovní,709,Rakovník,Středočeský,1
111015395,1,FVE - Petr Čípa,19014,Praha,Bydžovská,720,,,1
111015620,1,Trusovická 753,78314,Bohuňovice,Trusovická,753,Olomouc,Olomoucký,1
111015519,1,FVE - Ing. Oldřich Pokorný,78701,Šumperk,Krapkova,2932/9,Šumperk,Olomoucký,1
111015510,1,FTV - Rytíř,39101,Sezimovo Ústí,Čechova,1009,Tábor,Jihočeský,1
111015393,1,FVE Pavel Mráz,37006,České Budějovice,České Budějovice,1814/10,České Budějovice,Jihočeský,1
111015441,1,FVE - Gagarinova 22,74601,Opava,Gagarinova,2838/22,Opava,Moravskoslezský,1
111015402,1,Josef Zábojník - FVE,76001,Zlín,Zlín,95,Zlín,Zlínský,1
111015406,1,FVE Gagarinova 24 Opava,74601,Opava,Opava,2836/24,Opava,Moravskoslezský,1
111015509,1,FVE 440kWp Vimperk,38501,Vimperk,Špidrova,,Prachatice,Jihočeský,1
111015767,1,FVE ČSAD POLKOST,28163,Kostelec nad Černými Lesy,náměstí Smiřických,,Kolín,Středočeský,1
111015397,1,"FVE - Šulová, Otice",74781,Otice,Na Kopci,28,Opava,Moravskoslezský,1
111533616,1,"Jaroměř, Pražské Předměstí - část",55101,Jaroměř,V Lužinách,110,Náchod,Královéhradecký,1
111533616,2,Kogenerační jednotky Bohumín,73593,Bohumín,Bezručova,300,Karviná,Moravskoslezský,3
111533616,3,Kogenerační jednotka Nemocnice Valašské Meziříčí,75701,Valašské Meziříčí,U nemocnice,980,Vsetín,Zlínský,2
111015419,1,FVE Mašovice,66902,Mašovice,Mašovice,69,Znojmo,Jihomoravský,1
111015403,1,Marie Odvářková,69123,Pohořelice,Brněnská,351,Brno-venkov,Jihomoravský,1
111015398,1,FVE - Musil,59451,Křižanov,Dlouhá,427,Žďár nad Sázavou,Vysočina,2
111015847,1,FVE Siebeneicherová,46311,Liberec,Svornosti,1003,Liberec,Liberecký,1
111015411,1,FVE - Reichová,39301,Pelhřimov,Okružní,2102,Pelhřimov,Vysočina,1
111015420,1,FVE - Nouzák 1,25101,Nupaky,Nupaky,134,Praha-východ,Středočeský,1
111015420,2,FVE - Nouzák 2,25101,Nupaky,Nupaky,,Praha-východ,Středočeský,1
111015451,1,pila Horní Maršov,54226,Horní Maršov,Josefa II,69,Trutnov,Královéhradecký,1
111015412,1,FVE Suchánek,53401,Býšť,Býšť,96,Pardubice,Pardubický,1
111015408,1,FVE Petr Macoun,50743,Sobotka,Sobotka,33,Jičín,Královéhradecký,1
111015413,1,FVE - Jiří Mencl,33011,Tatiná,Tatiná,77,Plzeň-sever,Plzeňský,1
111015497,1,FVE Lankočí,75662,Hutisko-Solanec,Hutisko-Solanec č.e.,166,Vsetín,Zlínský,1
111219484,1,BPS Mohelno,67575,Mohelno,Mohelno,,Třebíč,Vysočina,1
111015544,1,FVE Lidická 40,37001,České Budějovice,Lidická,186/40,České Budějovice,Jihočeský,1
111015438,1,FVE - Froněk,15500,Praha,Horšovská,1039/29,,,1
111015416,1,FVE Miroslava Králová,38301,Pěčnov,Pěčnov,34,Prachatice,Jihočeský,1
111015751,1,"Fotovoltaická elektrárna o výkonu 28,98 kWp",51761,Rokytnice v Orlických horách,Rokytnice v Orlických horách,,Rychnov nad Kněžnou,Královéhradecký,1
111015751,2,"FVE 28,98 kWp - Souvlastní",51601,Zdobnice,Souvlastní,,Rychnov nad Kněžnou,Královéhradecký,1
111015505,1,FVE Laušmanová ZB,25067,Klecany,Horní,563,Praha-východ,Středočeský,1
111015505,2,FVE Laušmanová PP,25067,Klecany,Horní,563,Praha-východ,Středočeský,1
111015391,1,Fotovoltaická elektrárna,67401,Třebíč,Kpt. Jaroše,1014/19,Třebíč,Vysočina,1
111015392,1,"FVE - Slunečná 1273/31, Ivančice",66491,Ivančice,Slunečná,1273/31,Brno-venkov,Jihomoravský,1
111015392,2,"FVE - U Kostela 573/45, Ořechov",66444,Ořechov,U Kostela,573/45,Brno-venkov,Jihomoravský,1
111015392,3,"FVE - Pláně 685/5, Ořechov",66444,Ořechov,Pláně,685/5,Brno-venkov,Jihomoravský,1
111015409,1,FVE Hrzánová,25088,Čelákovice,Svatopluka Čecha,1043,Praha-východ,Středočeský,1
111015410,1,FVE Okružní 213,27711,Neratovice,Okružní,213,Mělník,Středočeský,1
111015399,1,FVE Borová 263,31200,Plzeň,Borová,263/27,Plzeň-město,Plzeňský,1
111015404,1,FVE - Točník,33901,Klatovy,Klatovy,,Klatovy,Plzeňský,1
111015400,1,FVE - Mánesova 868,33901,Klatovy,Mánesova,868,Klatovy,Plzeňský,1
111015407,1,Herálec 168,58255,Herálec,Herálec,168,Havlíčkův Brod,Vysočina,1
111015389,1,"c.k. daňová kancelář, a.s.",51601,Rychnov nad Kněžnou,Komenského,41,Rychnov nad Kněžnou,Královéhradecký,1
111015427,1,Oskar 1,54931,Hronov,Mikoláše Alše,421,Náchod,Královéhradecký,1
111015575,1,Stomatologické středisko ul. Kmochova,73601,Havířov,Kmochova,,Karviná,Moravskoslezský,1
111015443,1,FVE - Seidl,76001,Racková,Racková,287,Zlín,Zlínský,1
111015560,1,FVE Elektra Nová Dědina s.r.o.,76821,Nová Dědina,Nová Dědina,,Kroměříž,Zlínský,1
111015549,1,FVE 100 kW - VOP GROUP,73701,Český Těšín,Lípová,1128,Karviná,Moravskoslezský,1
111015450,1,FVE - Vodičková,28163,Kostelec nad Černými Lesy,Kutnohorská,273,Kolín,Středočeský,1
111015417,1,FVE - Vyšní Lhoty,73951,Dobrá,Dobrá,163,Frýdek-Místek,Moravskoslezský,1
111015415,1,FVE Sobek,75354,Dolní Nětčice,Dolní Nětčice,5,Přerov,Olomoucký,1
111015418,1,FVE Saifrtová,54404,Dvůr Králové nad Labem,Žireč,43,Trutnov,Královéhradecký,1
